dt,temp,humidity,feels_like,rain_1h,weather_code,pressure,grnd_level,clouds_all,wind_speed
2023-01-01T00:00,12.7,95,11.9,3.70,63,1019.0,995.8,100,9.8
2023-01-01T01:00,12.6,93,11.4,5.70,63,1018.1,994.9,100,11.9
2023-01-01T02:00,12.7,92,11.8,8.70,65,1016.8,993.7,100,9.5
2023-01-01T03:00,13.1,91,11.8,10.20,65,1016.2,993.1,100,12.1
2023-01-01T04:00,13.7,87,10.5,2.60,63,1015.3,992.3,100,25.9
2023-01-01T05:00,13.8,86,10.4,1.40,61,1015.0,992.0,100,26.4
2023-01-01T06:00,13.9,85,10.5,0.80,53,1014.8,991.8,100,25.9
2023-01-01T07:00,13.8,85,9.8,1.20,55,1014.7,991.7,100,30.3
2023-01-01T08:00,13.7,84,9.8,1.40,61,1015.1,992.1,100,29.5
2023-01-01T09:00,13.5,83,9.7,1.40,61,1015.0,992.0,100,27.7
2023-01-01T10:00,13.3,82,9.0,1.70,61,1014.3,991.3,100,30.2
2023-01-01T11:00,13.0,85,8.6,2.90,63,1014.3,991.2,100,31.7
2023-01-01T12:00,13.3,92,10.1,8.40,65,1013.8,990.8,100,26.5
2023-01-01T13:00,13.2,94,10.9,6.60,63,1014.2,991.2,100,21.0
2023-01-01T14:00,12.8,94,11.0,5.50,63,1014.4,991.3,100,16.7
2023-01-01T15:00,12.5,95,11.4,4.40,63,1014.2,991.1,100,11.4
2023-01-01T16:00,12.1,92,11.1,2.30,61,1014.5,991.4,100,9.4
2023-01-01T17:00,11.9,89,10.5,2.10,61,1015.1,991.9,100,10.2
2023-01-01T18:00,11.3,91,9.9,2.40,61,1016.0,992.8,93,10.3
2023-01-01T19:00,11.1,90,10.1,1.50,61,1017.0,993.7,100,5.8
2023-01-01T20:00,10.9,93,9.9,0.80,53,1018.2,994.9,100,6.8
2023-01-01T21:00,10.1,91,8.1,1.10,55,1019.4,996.0,100,12.1
2023-01-01T22:00,9.6,93,8.4,0.20,51,1020.2,996.7,34,5.8
2023-01-01T23:00,8.9,93,7.7,0.40,51,1021.1,997.6,57,4.8
2023-01-02T00:00,8.5,93,7.4,0.00,1,1022.1,998.5,28,2.9
2023-01-02T01:00,7.9,95,6.3,0.00,1,1022.0,998.4,20,5.8
2023-01-02T02:00,7.4,94,5.7,0.00,1,1022.5,998.8,37,6.1
2023-01-02T03:00,7.1,94,5.4,0.10,51,1023.2,999.5,31,5.6
2023-01-02T04:00,7.1,93,5.5,0.10,51,1024.1,1000.3,42,4.1
2023-01-02T05:00,6.8,93,5.0,0.20,51,1024.8,1001.0,54,4.7
2023-01-02T06:00,6.2,95,4.3,0.00,2,1025.1,1001.2,55,5.1
2023-01-02T07:00,6.1,94,4.1,0.00,0,1025.7,1001.8,16,5.4
2023-01-02T08:00,5.8,94,3.9,0.00,0,1026.2,1002.3,18,4.4
2023-01-02T09:00,6.6,93,4.7,0.00,0,1026.6,1002.7,10,5.4
2023-01-02T10:00,8.7,91,7.5,0.00,0,1027.2,1003.5,11,3.6
2023-01-02T11:00,10.7,83,9.9,0.00,0,1027.6,1004.1,5,2.0
2023-01-02T12:00,11.3,80,10.3,0.00,0,1027.7,1004.2,8,3.3
2023-01-02T13:00,11.9,76,10.8,0.00,0,1027.4,1004.0,18,3.9
2023-01-02T14:00,12.2,72,11.0,0.00,0,1027.4,1004.0,10,3.4
2023-01-02T15:00,12.2,70,11.1,0.00,0,1027.5,1004.1,12,2.9
2023-01-02T16:00,11.8,71,10.5,0.00,0,1027.8,1004.3,18,3.8
2023-01-02T17:00,11.3,71,9.7,0.10,51,1028.2,1004.7,17,4.7
2023-01-02T18:00,10.4,75,8.9,0.00,0,1028.5,1004.9,11,3.5
2023-01-02T19:00,9.7,79,8.6,0.00,1,1028.9,1005.2,33,1.1
2023-01-02T20:00,9.2,80,8.0,0.00,1,1029.2,1005.5,33,1.1
2023-01-02T21:00,8.7,81,7.3,0.00,1,1029.9,1006.1,33,2.2
2023-01-02T22:00,6.0,90,3.8,0.00,2,1030.2,1006.2,72,5.8
2023-01-02T23:00,5.4,90,2.9,0.00,0,1030.4,1006.3,9,7.2
2023-01-03T00:00,4.6,92,2.2,0.00,0,1030.6,1006.5,5,6.1
2023-01-03T01:00,3.6,93,1.1,0.00,0,1030.8,1006.6,8,5.4
2023-01-03T02:00,3.7,93,1.3,0.00,0,1030.7,1006.5,7,5.1
2023-01-03T03:00,3.1,93,0.5,0.00,0,1030.8,1006.5,8,5.9
2023-01-03T04:00,2.7,94,0.0,0.00,0,1030.7,1006.4,7,6.2
2023-01-03T05:00,2.2,94,-0.6,0.00,0,1030.9,1006.6,7,6.2
2023-01-03T06:00,2.3,93,-0.4,0.00,0,1030.9,1006.6,8,5.8
2023-01-03T07:00,2.3,92,-0.4,0.00,0,1031.4,1007.1,3,5.4
2023-01-03T08:00,2.2,92,-0.5,0.00,0,1032.0,1007.6,2,5.4
2023-01-03T09:00,4.4,87,1.7,0.00,0,1032.4,1008.2,0,7.3
2023-01-03T10:00,7.8,80,5.6,0.00,0,1032.9,1009.0,0,6.3
2023-01-03T11:00,10.4,74,8.7,0.00,2,1033.5,1009.8,55,4.4
2023-01-03T12:00,11.1,71,9.3,0.00,3,1033.8,1010.2,100,6.1
2023-01-03T13:00,11.9,66,10.0,0.00,3,1033.3,1009.7,100,5.6
2023-01-03T14:00,12.4,64,10.5,0.00,1,1032.7,1009.2,43,5.9
2023-01-03T15:00,12.6,63,10.6,0.00,1,1032.2,1008.7,31,6.2
2023-01-03T16:00,12.1,76,11.4,0.00,1,1032.5,1009.0,32,1.5
2023-01-03T17:00,11.7,68,10.2,0.00,1,1032.9,1009.3,31,3.9
2023-01-03T18:00,10.7,72,9.5,0.00,1,1033.3,1009.6,32,1.5
2023-01-03T19:00,8.8,79,7.0,0.00,0,1033.7,1009.9,17,4.4
2023-01-03T20:00,8.2,80,6.3,0.00,0,1033.8,1009.9,20,4.7
2023-01-03T21:00,6.7,83,4.5,0.00,1,1034.3,1010.3,27,5.8
2023-01-03T22:00,5.2,88,2.7,0.00,0,1034.4,1010.2,3,6.6
2023-01-03T23:00,4.8,88,2.3,0.00,0,1034.7,1010.5,0,6.2
2023-01-04T00:00,4.3,93,2.1,0.00,0,1035.0,1010.8,0,4.7
2023-01-04T01:00,4.1,93,1.8,0.00,0,1034.7,1010.4,0,4.7
2023-01-04T02:00,3.9,93,1.6,0.00,0,1034.4,1010.1,3,4.7
2023-01-04T03:00,3.7,94,1.3,0.00,0,1034.5,1010.2,14,5.1
2023-01-04T04:00,3.2,94,0.7,0.00,0,1034.6,1010.3,1,5.7
2023-01-04T05:00,3.3,94,0.8,0.00,0,1034.5,1010.2,1,5.1
2023-01-04T06:00,3.2,94,0.8,0.00,0,1034.0,1009.7,0,5.1
2023-01-04T07:00,3.0,94,0.4,0.00,0,1034.3,1010.0,7,5.4
2023-01-04T08:00,2.8,94,0.1,0.00,0,1034.7,1010.3,2,6.1
2023-01-04T09:00,5.3,88,3.1,0.00,0,1035.1,1010.9,3,5.4
2023-01-04T10:00,8.5,83,6.9,0.00,0,1035.6,1011.7,2,4.3
2023-01-04T11:00,11.3,78,10.3,0.00,0,1035.6,1011.9,1,2.7
2023-01-04T12:00,12.5,75,11.9,0.00,0,1035.4,1011.8,3,1.6
2023-01-04T13:00,13.7,72,13.3,0.00,0,1034.7,1011.2,0,0.7
2023-01-04T14:00,14.2,69,13.7,0.00,0,1034.0,1010.6,0,0.8
2023-01-04T15:00,14.2,69,13.5,0.00,0,1033.6,1010.2,0,2.5
2023-01-04T16:00,13.9,75,13.5,0.00,0,1033.6,1010.2,2,2.3
2023-01-04T17:00,13.5,74,12.7,0.00,0,1033.5,1010.0,3,3.3
2023-01-04T18:00,11.3,82,10.1,0.00,0,1033.6,1010.0,9,5.2
2023-01-04T19:00,9.2,88,7.8,0.00,0,1033.7,1009.9,8,5.4
2023-01-04T20:00,6.9,94,5.0,0.00,0,1033.5,1009.5,8,6.2
2023-01-04T21:00,5.7,95,3.7,0.00,0,1033.4,1009.3,0,5.4
2023-01-04T22:00,5.0,95,2.9,0.00,0,1033.2,1009.0,0,4.7
2023-01-04T23:00,4.5,95,2.4,0.00,0,1033.0,1008.8,0,4.4
2023-01-05T00:00,4.5,94,2.1,0.00,0,1032.6,1008.4,2,6.3
2023-01-05T01:00,4.1,93,1.7,0.00,0,1032.1,1007.9,0,6.2
2023-01-05T02:00,4.1,92,1.5,0.00,0,1031.5,1007.3,0,6.8
2023-01-05T03:00,3.9,92,1.3,0.00,0,1031.2,1007.0,0,6.8
2023-01-05T04:00,3.7,93,1.0,0.00,0,1030.8,1006.6,0,7.2
2023-01-05T05:00,3.3,93,0.5,0.00,0,1030.6,1006.4,0,7.6
2023-01-05T06:00,3.2,92,0.4,0.00,0,1030.4,1006.2,0,6.9
2023-01-05T07:00,3.1,92,0.3,0.00,0,1030.6,1006.3,0,6.6
2023-01-05T08:00,3.0,92,0.3,0.00,0,1030.7,1006.4,0,6.3
2023-01-05T09:00,5.1,87,2.5,0.00,0,1030.8,1006.7,0,7.0
2023-01-05T10:00,7.8,83,5.9,0.00,0,1030.9,1007.0,0,5.1
2023-01-05T11:00,10.5,76,9.1,0.00,0,1030.8,1007.2,0,3.7
2023-01-05T12:00,12.1,71,10.4,0.00,0,1030.0,1006.5,0,6.4
2023-01-05T13:00,13.3,64,11.2,0.00,0,1029.1,1005.7,0,8.7
2023-01-05T14:00,13.9,58,11.6,0.00,0,1028.4,1005.1,3,8.7
2023-01-05T15:00,13.8,57,11.5,0.00,0,1027.9,1004.6,1,7.9
2023-01-05T16:00,12.9,69,11.7,0.00,0,1027.7,1004.3,0,4.2
2023-01-05T17:00,12.1,65,10.1,0.00,0,1027.5,1004.1,1,6.4
2023-01-05T18:00,11.0,69,9.3,0.00,0,1027.5,1004.0,0,4.7
2023-01-05T19:00,6.7,84,4.4,0.00,0,1027.6,1003.7,0,6.8
2023-01-05T20:00,5.3,89,2.7,0.00,0,1028.1,1004.1,0,7.4
2023-01-05T21:00,4.1,92,1.5,0.00,0,1028.5,1004.4,0,6.9
2023-01-05T22:00,3.6,92,1.0,0.00,0,1028.3,1004.1,0,5.8
2023-01-05T23:00,3.0,92,0.4,0.00,0,1028.0,1003.8,0,5.5
2023-01-06T00:00,3.4,92,0.7,0.00,0,1027.8,1003.6,10,6.6
2023-01-06T01:00,3.3,91,0.6,0.00,1,1027.3,1003.1,32,5.9
2023-01-06T02:00,3.5,90,1.0,0.00,1,1027.0,1002.9,40,5.6
2023-01-06T03:00,4.8,87,2.5,0.00,3,1027.0,1003.0,81,4.9
2023-01-06T04:00,5.1,88,2.7,0.00,3,1026.8,1002.8,100,5.5
2023-01-06T05:00,5.5,88,3.1,0.00,2,1026.3,1002.4,66,6.3
2023-01-06T06:00,6.3,86,3.8,0.00,1,1025.8,1001.9,33,7.2
2023-01-06T07:00,6.1,88,3.7,0.00,3,1026.2,1002.3,97,7.2
2023-01-06T08:00,5.5,90,3.0,0.00,3,1026.5,1002.6,100,7.4
2023-01-06T09:00,6.4,89,3.6,0.00,2,1026.6,1002.7,65,10.1
2023-01-06T10:00,8.2,86,5.8,0.00,1,1026.9,1003.2,50,9.5
2023-01-06T11:00,10.0,80,7.8,0.00,2,1027.1,1003.5,53,9.5
2023-01-06T12:00,10.6,75,7.9,0.00,3,1026.9,1003.4,100,12.3
2023-01-06T13:00,11.2,73,8.5,0.00,3,1026.0,1002.5,83,13.0
2023-01-06T14:00,11.7,73,8.8,0.00,2,1024.9,1001.5,72,14.9
2023-01-06T15:00,11.8,73,9.1,0.00,2,1024.4,1001.0,73,13.5
2023-01-06T16:00,11.5,75,9.4,0.00,3,1024.0,1000.6,100,9.8
2023-01-06T17:00,11.2,79,9.3,0.20,51,1023.9,1000.5,86,9.1
2023-01-06T18:00,9.5,85,7.2,0.20,51,1023.9,1000.3,77,10.7
2023-01-06T19:00,8.8,84,6.1,0.10,51,1023.7,1000.1,100,11.8
2023-01-06T20:00,9.4,81,6.6,0.10,51,1023.7,1000.1,93,13.1
2023-01-06T21:00,9.8,81,7.1,0.10,51,1023.6,1000.1,100,13.5
2023-01-06T22:00,10.2,84,7.3,0.00,2,1023.2,999.7,76,15.8
2023-01-06T23:00,10.2,87,7.1,0.40,51,1022.7,999.2,100,17.9
2023-01-07T00:00,10.6,82,7.3,0.00,3,1021.9,998.5,100,18.1
2023-01-07T01:00,11.0,84,8.0,0.00,3,1021.5,998.1,100,18.2
2023-01-07T02:00,11.6,84,8.1,0.00,3,1020.3,997.0,100,22.5
2023-01-07T03:00,11.7,87,8.2,1.20,55,1020.1,996.8,100,23.4
2023-01-07T04:00,11.5,91,7.9,2.10,61,1018.8,995.5,100,25.2
2023-01-07T05:00,11.6,91,7.4,3.30,63,1017.4,994.2,100,29.9
2023-01-07T06:00,11.5,92,7.5,5.30,63,1017.4,994.2,100,28.2
2023-01-07T07:00,11.7,93,8.1,10.90,65,1017.2,994.0,100,26.6
2023-01-07T08:00,11.9,94,8.3,6.20,63,1017.3,994.1,100,27.0
2023-01-07T09:00,12.3,96,9.5,12.00,65,1017.1,993.9,100,22.9
2023-01-07T10:00,12.9,95,10.3,5.10,63,1017.6,994.5,100,22.1
2023-01-07T11:00,13.3,97,11.3,2.70,63,1017.6,994.5,100,19.7
2023-01-07T12:00,13.3,96,10.9,5.00,63,1017.4,994.3,100,22.4
2023-01-07T13:00,13.1,93,11.2,2.00,61,1016.9,993.8,100,17.4
2023-01-07T14:00,12.7,92,10.9,0.90,53,1016.5,993.4,100,16.0
2023-01-07T15:00,12.9,92,11.7,0.50,53,1016.3,993.2,100,12.2
2023-01-07T16:00,12.4,92,10.6,2.00,61,1016.7,993.5,100,14.6
2023-01-07T17:00,12.1,93,11.2,1.20,55,1016.9,993.7,94,8.0
2023-01-07T18:00,11.5,88,9.9,0.60,53,1017.2,994.0,100,10.3
2023-01-07T19:00,11.2,87,9.6,0.50,53,1017.5,994.2,100,9.6
2023-01-07T20:00,10.9,92,9.4,0.30,51,1018.4,995.1,100,10.1
2023-01-07T21:00,10.8,94,9.0,0.40,51,1018.2,994.9,100,12.8
2023-01-07T22:00,11.1,93,9.4,0.40,51,1017.8,994.5,100,12.5
2023-01-07T23:00,11.0,93,9.4,1.10,55,1017.8,994.5,100,11.5
2023-01-08T00:00,11.0,92,8.6,2.30,61,1017.3,994.0,100,16.2
2023-01-08T01:00,11.0,91,8.2,2.60,63,1016.5,993.2,100,19.2
2023-01-08T02:00,11.4,93,9.0,2.90,63,1015.5,992.3,100,17.5
2023-01-08T03:00,11.6,94,9.4,4.10,63,1014.9,991.7,100,16.4
2023-01-08T04:00,12.0,94,9.7,3.90,63,1013.7,990.6,100,18.5
2023-01-08T05:00,12.5,95,9.6,5.40,63,1012.3,989.3,100,23.6
2023-01-08T06:00,12.9,94,9.6,4.50,63,1011.2,988.2,100,27.0
2023-01-08T07:00,13.8,94,10.3,5.40,63,1011.4,988.5,100,31.0
2023-01-08T08:00,14.1,94,10.9,3.00,63,1011.8,988.9,100,29.3
2023-01-08T09:00,14.1,95,11.4,0.80,53,1012.7,989.8,100,25.8
2023-01-08T10:00,13.9,94,11.9,0.40,51,1014.2,991.2,100,19.8
2023-01-08T11:00,14.0,86,12.0,0.30,51,1015.3,992.3,100,17.2
2023-01-08T12:00,13.4,89,11.6,0.10,51,1015.4,992.4,100,15.9
2023-01-08T13:00,13.3,87,11.3,0.10,51,1014.8,991.8,100,17.0
2023-01-08T14:00,13.1,91,11.1,0.80,53,1014.9,991.8,100,17.0
2023-01-08T15:00,12.9,91,11.4,0.20,51,1015.1,992.0,100,13.0
2023-01-08T16:00,12.6,92,10.8,0.20,51,1015.7,992.6,100,15.0
2023-01-08T17:00,12.4,92,11.1,0.10,51,1016.5,993.3,100,11.1
2023-01-08T18:00,12.2,91,10.7,0.10,51,1017.3,994.1,100,12.2
2023-01-08T19:00,11.9,92,10.5,0.10,51,1018.2,995.0,100,11.4
2023-01-08T20:00,11.6,94,10.6,0.00,3,1018.9,995.6,91,8.7
2023-01-08T21:00,11.1,94,10.0,0.00,2,1020.0,996.7,50,8.8
2023-01-08T22:00,10.8,93,9.7,0.00,2,1021.0,997.6,64,7.9
2023-01-08T23:00,10.0,93,9.0,0.00,1,1021.6,998.1,40,5.2
2023-01-09T00:00,9.6,94,8.4,0.00,2,1021.4,997.9,78,6.2
2023-01-09T01:00,8.5,95,7.0,0.00,2,1021.6,998.0,64,6.5
2023-01-09T02:00,7.6,94,5.7,0.00,2,1022.0,998.3,66,7.9
2023-01-09T03:00,8.4,92,6.8,0.00,1,1022.9,999.3,33,5.8
2023-01-09T04:00,7.9,92,6.1,0.00,1,1023.4,999.7,50,6.6
2023-01-09T05:00,7.6,91,5.8,0.00,2,1023.8,1000.1,77,6.6
2023-01-09T06:00,8.1,92,6.4,0.00,3,1024.2,1000.5,100,6.4
2023-01-09T07:00,8.9,88,7.4,0.00,3,1025.1,1001.5,100,5.2
2023-01-09T08:00,9.9,81,8.8,0.00,2,1026.0,1002.4,59,2.3
2023-01-09T09:00,9.2,89,8.2,0.00,2,1026.8,1003.2,57,2.5
2023-01-09T10:00,10.6,85,9.5,0.00,2,1027.7,1004.2,65,5.1
2023-01-09T11:00,11.6,77,10.2,0.00,1,1028.2,1004.7,47,5.4
2023-01-09T12:00,11.8,76,10.9,0.00,2,1028.5,1005.0,74,1.9
2023-01-09T13:00,12.3,72,11.4,0.00,2,1028.2,1004.8,67,1.6
2023-01-09T14:00,12.6,68,11.3,0.00,2,1027.7,1004.3,68,3.7
2023-01-09T15:00,12.7,65,11.1,0.00,3,1027.6,1004.2,90,5.2
2023-01-09T16:00,12.6,65,10.9,0.00,2,1028.0,1004.6,76,5.2
2023-01-09T17:00,11.2,80,10.0,0.00,2,1028.3,1004.8,52,4.7
2023-01-09T18:00,9.6,83,7.9,0.00,0,1028.5,1004.8,17,6.7
2023-01-09T19:00,8.7,84,6.8,0.00,1,1028.9,1005.2,46,6.5
2023-01-09T20:00,8.4,88,6.6,0.00,3,1029.5,1005.7,90,6.4
2023-01-09T21:00,8.6,85,6.9,0.00,3,1029.9,1006.1,90,5.5
2023-01-09T22:00,9.5,81,7.7,0.00,3,1029.9,1006.2,90,6.3
2023-01-09T23:00,9.7,81,8.0,0.00,3,1029.9,1006.2,91,6.1
2023-01-10T00:00,9.1,84,7.3,0.00,3,1030.0,1006.3,100,6.0
2023-01-10T01:00,9.6,82,7.9,0.00,3,1029.8,1006.1,100,5.5
2023-01-10T02:00,9.6,83,8.1,0.00,3,1029.7,1006.0,92,5.0
2023-01-10T03:00,9.8,82,8.1,0.00,3,1029.9,1006.2,100,6.6
2023-01-10T04:00,10.1,82,8.4,0.00,3,1029.6,1006.0,100,6.5
2023-01-10T05:00,10.0,83,8.3,0.00,3,1029.2,1005.6,100,7.0
2023-01-10T06:00,10.0,84,8.7,0.00,3,1028.9,1005.3,100,4.6
2023-01-10T07:00,10.2,84,8.8,0.00,3,1028.9,1005.3,90,5.9
2023-01-10T08:00,10.4,86,9.1,0.20,51,1028.8,1005.2,98,6.1
2023-01-10T09:00,10.9,86,9.7,0.10,51,1029.1,1005.5,100,6.0
2023-01-10T10:00,11.5,86,10.3,0.10,51,1029.7,1006.2,100,7.6
2023-01-10T11:00,12.6,84,10.8,0.00,3,1030.1,1006.7,100,12.6
2023-01-10T12:00,12.6,91,11.0,0.00,3,1029.8,1006.4,100,13.8
2023-01-10T13:00,13.2,89,11.5,0.10,51,1029.0,1005.6,100,15.2
2023-01-10T14:00,13.3,90,11.6,0.30,51,1028.3,1005.0,100,15.0
2023-01-10T15:00,13.0,93,11.7,0.70,53,1027.8,1004.4,100,13.1
2023-01-10T16:00,12.6,95,11.4,0.30,51,1027.8,1004.4,100,12.3
2023-01-10T17:00,12.9,96,11.6,0.20,51,1027.6,1004.2,100,13.7
2023-01-10T18:00,12.7,96,11.3,0.20,51,1027.8,1004.4,100,14.5
2023-01-10T19:00,12.6,95,11.2,0.10,51,1028.0,1004.6,100,13.4
2023-01-10T20:00,12.6,94,11.2,0.10,51,1027.9,1004.5,94,13.3
2023-01-10T21:00,12.5,95,11.0,0.10,51,1027.6,1004.2,100,14.2
2023-01-10T22:00,12.6,95,10.9,0.30,51,1027.3,1003.9,100,15.7
2023-01-10T23:00,12.5,96,10.8,1.70,61,1027.0,1003.6,100,15.6
2023-01-11T00:00,12.3,96,10.4,2.00,61,1026.9,1003.5,100,17.0
2023-01-11T01:00,12.4,96,10.5,3.20,63,1025.5,1002.1,100,17.0
2023-01-11T02:00,12.6,95,11.1,5.70,63,1025.9,1002.6,100,14.6
2023-01-11T03:00,12.1,94,10.9,1.20,55,1026.4,1003.0,100,11.1
2023-01-11T04:00,11.8,94,10.9,0.20,51,1026.8,1003.4,76,8.0
2023-01-11T05:00,11.4,95,10.8,0.00,2,1027.2,1003.7,70,5.9
2023-01-11T06:00,10.9,94,10.2,0.00,0,1027.6,1004.1,7,4.7
2023-01-11T07:00,9.6,93,8.5,0.00,0,1028.7,1005.0,6,5.4
2023-01-11T08:00,9.3,92,7.8,0.00,1,1029.8,1006.1,40,7.1
2023-01-11T09:00,10.5,90,9.0,0.00,0,1030.8,1007.2,7,8.5
2023-01-11T10:00,11.7,87,10.3,0.00,0,1031.6,1008.1,4,9.4
2023-01-11T11:00,12.5,84,11.1,0.00,0,1032.3,1008.8,14,9.8
2023-01-11T12:00,13.2,76,11.8,0.00,0,1032.2,1008.8,12,7.7
2023-01-11T13:00,13.9,65,11.9,0.00,0,1031.6,1008.2,2,9.1
2023-01-11T14:00,14.1,61,11.7,0.00,0,1031.3,1007.9,1,10.8
2023-01-11T15:00,13.9,60,11.2,0.00,0,1031.2,1007.8,3,12.3
2023-01-11T16:00,13.4,65,11.2,0.00,0,1031.4,1008.0,0,9.8
2023-01-11T17:00,11.4,73,9.4,0.00,0,1031.8,1008.2,0,8.2
2023-01-11T18:00,9.1,83,7.1,0.00,1,1032.3,1008.5,22,7.6
2023-01-11T19:00,7.4,88,5.2,0.00,0,1032.3,1008.4,4,7.9
2023-01-11T20:00,6.5,90,4.0,0.00,0,1032.7,1008.7,8,8.6
2023-01-11T21:00,5.8,91,3.1,0.00,0,1033.2,1009.1,19,9.5
2023-01-11T22:00,6.5,87,4.0,0.00,1,1033.2,1009.2,30,7.9
2023-01-11T23:00,8.0,82,6.1,0.00,1,1033.4,1009.5,30,4.9
2023-01-12T00:00,7.6,81,5.8,0.00,1,1033.2,1009.3,30,2.9
2023-01-12T01:00,4.8,90,2.3,0.00,1,1033.1,1008.9,30,6.4
2023-01-12T02:00,4.8,88,2.1,0.00,1,1032.8,1008.6,30,7.6
2023-01-12T03:00,4.9,86,2.2,0.00,1,1032.5,1008.4,29,7.6
2023-01-12T04:00,5.7,82,3.2,0.00,1,1032.1,1008.0,30,6.3
2023-01-12T05:00,5.4,83,2.9,0.00,1,1031.4,1007.3,30,5.9
2023-01-12T06:00,4.3,86,1.5,0.00,1,1030.9,1006.7,31,7.1
2023-01-12T07:00,4.0,86,1.2,0.00,1,1031.2,1007.0,30,6.9
2023-01-12T08:00,4.0,88,1.0,0.00,1,1031.5,1007.3,36,8.3
2023-01-12T09:00,6.2,84,4.0,0.00,2,1031.7,1007.7,65,4.7
2023-01-12T10:00,8.4,82,6.4,0.00,3,1031.7,1007.9,100,6.1
2023-01-12T11:00,10.4,78,9.0,0.00,3,1032.0,1008.3,95,4.2
2023-01-12T12:00,11.1,79,9.8,0.00,3,1031.9,1008.3,100,4.6
2023-01-12T13:00,11.7,79,10.2,0.00,3,1030.9,1007.4,100,7.1
2023-01-12T14:00,12.1,78,10.4,0.00,3,1029.9,1006.4,100,9.3
2023-01-12T15:00,12.2,76,10.0,0.20,51,1029.5,1006.0,100,11.9
2023-01-12T16:00,11.5,82,9.8,0.00,3,1029.7,1006.2,100,9.6
2023-01-12T17:00,10.7,88,9.5,0.00,3,1029.8,1006.2,100,6.1
2023-01-12T18:00,10.1,92,9.0,0.00,3,1030.0,1006.4,100,5.5
2023-01-12T19:00,10.2,92,9.1,0.40,51,1030.3,1006.7,100,6.4
2023-01-12T20:00,10.0,94,8.9,0.30,51,1030.4,1006.7,100,6.5
2023-01-12T21:00,9.6,95,8.5,0.00,3,1030.3,1006.6,100,5.6
2023-01-12T22:00,9.2,95,8.0,0.00,3,1030.2,1006.5,100,5.3
2023-01-12T23:00,9.4,95,8.3,0.00,3,1030.0,1006.3,100,4.7
2023-01-13T00:00,9.5,95,8.1,0.00,3,1030.0,1006.3,100,7.3
2023-01-13T01:00,9.6,94,8.5,0.00,3,1029.5,1005.8,100,5.0
2023-01-13T02:00,9.3,95,8.2,0.00,3,1029.2,1005.5,100,4.7
2023-01-13T03:00,9.7,93,8.7,0.00,3,1029.3,1005.6,100,4.5
2023-01-13T04:00,9.5,93,8.3,0.00,3,1029.1,1005.4,100,5.6
2023-01-13T05:00,9.5,92,8.0,0.00,3,1029.0,1005.3,100,7.0
2023-01-13T06:00,9.7,90,8.2,0.00,3,1028.8,1005.1,100,6.7
2023-01-13T07:00,9.8,89,8.6,0.00,3,1029.2,1005.5,100,5.0
2023-01-13T08:00,9.4,92,8.2,0.00,3,1029.5,1005.8,100,4.7
2023-01-13T09:00,10.0,89,8.7,0.00,3,1029.9,1006.3,100,6.6
2023-01-13T10:00,11.1,86,9.9,0.00,3,1030.3,1006.7,100,6.6
2023-01-13T11:00,12.5,80,11.0,0.00,0,1030.3,1006.8,16,9.0
2023-01-13T12:00,13.2,75,11.8,0.00,3,1030.0,1006.6,100,8.0
2023-01-13T13:00,13.9,72,12.6,0.00,2,1029.5,1006.2,59,7.2
2023-01-13T14:00,14.5,70,13.1,0.00,2,1028.4,1005.1,73,8.3
2023-01-13T15:00,15.0,68,13.6,0.00,3,1028.0,1004.8,100,8.8
2023-01-13T16:00,14.3,74,13.0,0.00,3,1028.4,1005.1,100,8.4
2023-01-13T17:00,12.9,81,11.6,0.00,3,1028.6,1005.2,100,8.4
2023-01-13T18:00,12.0,86,11.4,0.00,3,1028.3,1004.8,93,3.6
2023-01-13T19:00,11.5,90,11.0,0.00,3,1028.7,1005.2,100,3.8
2023-01-13T20:00,11.5,90,11.0,0.00,3,1029.0,1005.5,100,3.4
2023-01-13T21:00,11.7,88,10.8,0.00,3,1028.7,1005.2,100,5.9
2023-01-13T22:00,11.6,87,10.5,0.00,3,1028.6,1005.1,100,7.1
2023-01-13T23:00,11.9,84,10.6,0.00,3,1028.4,1004.9,100,7.9
2023-01-14T00:00,11.9,85,10.7,0.20,51,1028.2,1004.7,99,7.6
2023-01-14T01:00,11.8,86,10.7,0.30,51,1027.8,1004.3,100,6.7
2023-01-14T02:00,11.6,87,10.4,0.10,51,1027.5,1004.0,92,8.1
2023-01-14T03:00,11.7,86,10.2,0.00,3,1027.3,1003.8,92,9.4
2023-01-14T04:00,11.8,84,10.2,0.00,3,1027.1,1003.7,90,9.4
2023-01-14T05:00,11.8,83,10.3,0.00,3,1026.8,1003.4,99,9.1
2023-01-14T06:00,11.8,84,10.2,0.10,51,1026.5,1003.1,100,9.7
2023-01-14T07:00,11.9,86,10.2,0.10,51,1026.9,1003.5,100,10.8
2023-01-14T08:00,11.9,87,10.1,0.00,3,1026.9,1003.5,100,12.3
2023-01-14T09:00,12.0,87,10.1,0.00,3,1026.8,1003.4,100,13.0
2023-01-14T10:00,12.5,86,10.6,0.00,3,1027.0,1003.6,100,13.9
2023-01-14T11:00,13.0,86,11.0,0.00,3,1027.3,1003.9,100,15.0
2023-01-14T12:00,12.1,90,9.8,0.10,51,1026.8,1003.4,100,17.2
2023-01-14T13:00,12.2,90,10.3,0.00,3,1026.0,1002.6,100,15.0
